,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone
332,Wed Apr 22 12:58:45 +0000 2020,COVID19,5,1252944935277539328,,,en,,False,2,@ellenraelambert and I have written a two part blog for @inspirethemind_  discussing behaviour change theory and human behaviour during pandemics such as #COVID19. Part one below! https://t.co/sm5UG5MFik,emilyjanehayes,72,"London, England",Emily Hayes,emilyjanehayes,
334,Sat Mar 07 21:58:48 +0000 2020,Coronavirus toiletpaper,1,1236411000267694080,,,en,,False,0,"#Coronavirus: one behavioural scientist says people stock up on #toiletpaper because it has a longer shelf-life than many food items, is prominently featured in shop aisles and is big in size, which suggests that it is important. Really?

 https://t.co/bxukAGr7Nn",malfletcher,6862,London,Mal Fletcher,malfletcher,
335,Thu Mar 12 13:59:26 +0000 2020,,0,1238102303946821634,,,en,,False,0,"That theory is not based on any scientific evidence, and the only place where the virus spread has overtaken control measures is Italy and they are struggling to nurse the elderly and running out of capacity of course this guy won’t be on the virus frontline risking his life. https://t.co/sC6Wl8rSpB",Phil_Jones01,1058,The Universe.,Phil Jones,Phil_Jones01,
337,Thu Mar 12 21:26:28 +0000 2020,COVID19,9,1238214804529127431,,,en,,False,5,"@piersmorgan Because the “scientific expertise” the UK is putting its faith in comes from a psychologist called David Halpern - https://t.co/fDdrdADQz3   - who believes in “nudge theory” to cure all ills, even #COVID19  - https://t.co/JVyMbuUdSz",zmkc,885,Hungary,Zoe,zmkc,
338,Sat Apr 18 11:35:28 +0000 2020,brexitjohnson,6,1251474421451284481,,,en,,False,3,Never ever forget what the idiot #brexitjohnson and his svengali Cummings had done to the UK. We are literally Cummings' live behavioural science experiment - that is the science being followed https://t.co/REpt9vjaDG,nosheepzone,4979,London,Chief Shearer 🙏🇪🇺 🕯️,nosheepzone,
343,Wed Apr 22 19:18:38 +0000 2020,,0,1253040532944805888,,,en,,False,0,"Think we have enough of the flavour of your biased programme from this, in order to make an informed decision on its quality?? https://t.co/JbNLYE9LK7",SheelaghG,354,,SheelaghG,SheelaghG,
353,Tue Mar 24 13:30:08 +0000 2020,ChangingHabits covid19 handwashing,1,1242443584751747078,,,en,,False,1,"Going back to the basics!
Here’s a glimpse of one of the practices we promote as part of our behaviour change program with Particularly Vulnerable Tribal Groups in Jharkhand, India.
Stay safe, stay strong!
#ChangingHabits #covid19 #handwashing https://t.co/pYsJTMcB09",trickleuporg,2150,New York Headquarters,Trickle Up,trickleuporg,
359,Mon Apr 20 14:00:08 +0000 2020,COVID19,2,1252235606660222977,,,en,,False,1,"""To beat the pandemic, we need “a more rapid change of behavior than I can think of in recent human history,” says our @RobbWiller for @sciencemagazine. Willer has helped identify insights from behavioral science research to aid global #COVID19 response. https://t.co/i5FuE4U0Qo",StanfordPACS,5374,"Stanford, CA, USA",Stanford PACS,StanfordPACS,
362,Sat Mar 21 06:34:06 +0000 2020,,0,1241251721801805824,,,en,,False,0,"Here is an early piece of behavioural science on response to isolation

https://t.co/QRdzp3ds48",sunilbhop,1296,Newcastle upon Tyne,Sunil Bhopal,sunilbhop,
363,Mon Apr 13 18:46:36 +0000 2020,quoteoftheday COVID19 coronavirus quote,1,1249770980903235584,,,en,,,0,#quoteoftheday “It's a wonderful thing to be optimistic. It keeps you healthy and it keeps you resilient.” -Daniel Kahneman We need this more than ever during #COVID19 #coronavirus #quote,DSainiHealth,51,"Calgary, Canada",Deepak Saini Health,DSainiHealth,
366,Fri Mar 06 09:01:26 +0000 2020,COVID19 sustainablehealthcare,3,1235852979648905217,,,en,,False,0,"Looks like #COVID19 is helping to nudge the historic way outpatient appointments are managed into the 21st century 🙂The est 28,000 – 36,000 deaths each year attributable to human-made air pollution in the UK hasn’t yet seemed to have the same impact ☹️#sustainablehealthcare https://t.co/kXBRmSU3A5",ClaireAJordan,388,"Crawley, West Sussex",Claire Jordan,ClaireAJordan,
370,Thu Mar 12 08:50:11 +0000 2020,coronavirus,0,1238024477381967873,,,en,,False,0,"I don’t understand ironic comments about the nudge unit being part of UK’s #coronavirus response. Changing small, daily habits of an unwilling population is pretty much their job description. https://t.co/8fdOwEPHQP",stefanoaugello,324,,Stefano Augello,stefanoaugello,
395,Wed Apr 08 09:42:10 +0000 2020,BoycottChineseProducts Indians COVID19,234,1247822031481167873,,,en,,False,58,"Calls to #BoycottChineseProducts by #Indians seem to be seeking “scapegoat” for India’s ineffectiveness in containing #COVID19. Irrational behavior won’t help India reduce poverty, modernize: experts
 https://t.co/xHbNDo1sS2 https://t.co/pKH26sKnQe",globaltimesnews,1744293,"Beijing, China",Global Times,globaltimesnews,
397,Fri Mar 20 07:48:09 +0000 2020,COVID19,6,1240907970982162432,,,en,,False,1,"Key insights into the psychology relating to China's containment of #COVID19. Behaviour change, social norms, messaging, symbolism, rules, buy-in, cooperation and probably much more?...  @lwhitmarsh @StuartBCapstick @liemelo @Bankfieldbecky https://t.co/bszNLIsjgQ",steviedubyu,2806,"Cardiff, UK",Steve Westlake,steviedubyu,
400,Tue Mar 24 13:21:13 +0000 2020,COVID19 StayHomeNow StayHomeSavesLives NHSCovidHeroes,8,1242441341193388032,,,en,,False,1,.@StLukesLondon  launches SHN (STAY HOME NOW) initiative to encourage immediate behaviour change during #COVID19  https://t.co/MbWqDY5V77 #StayHomeNow #StayHomeSavesLives @NHSuk #NHSCovidHeroes https://t.co/9qrVJygphF,marcommnews,3887,London,Marketing Comm News,marcommnews,
405,Tue Apr 07 22:12:58 +0000 2020,coronavirus,94,1247648589024649220,,,en,,False,30,"Excellent listen on #coronavirus and decision-making! 

@MKonnikova interviews Daniel Kahneman on why people failed to take this seriously until late in the game and what public officials could be doing better to help each of us manage our risk better.

https://t.co/HZQS53AYRN",AnnieDuke,76531,,Annie Duke,AnnieDuke,
408,Fri Mar 27 11:59:41 +0000 2020,nudge behecon behavioraleconomics,2,1243507983587463170,,,en,,False,5,"Interesting application of mental accounting: 
Donate your commute/restaurant meals/bar tab...

#nudge #behecon #behavioraleconomics https://t.co/RylaimjQef",zoebchance,7147,"New Haven, CT",Zoe Chance,zoebchance,
411,Sun Mar 22 17:22:13 +0000 2020,COVID19,0,1241777215416799232,,,en,"Ealing, London",,0,"@RobertJenrick @BorisJohnson - what about those planning travel, holidays? All those who’ve travelled to Snowdon, Cornwall, the Highlands? Nudging is NOT working!! Not enough people are listening to your ‘suggestions’. Enforce change, right now!! @SadiqKhan #COVID19",tristanjbarber,2970,London,Tristan J Barber,tristanjbarber,
417,Sun Apr 05 01:46:43 +0000 2020,COVID19,0,1246615219301949440,,,en,,False,0,"Disagree that it means there is no #COVID19 crisis. But to the extent COVID-19 is merely supplanting its comorbidities as the reported cause of death, it’s very concerning that there is a lack of curiosity on this front by those who appear vested in stoking the panic. True data? https://t.co/GvF0ROETQS",baburdick,69,Chicago,Bruce Burdick,baburdick,
422,Tue Mar 24 09:46:53 +0000 2020,COVID19,10,1242387401105965056,,,en,,False,6,"Is @ZacGoldsmith angling for @BorisJohnson to have another holiday? 
Spent most of January invisible when he should have prepared the country for #COVID19 
@10DowningStreet &amp; nudge unit have unleashed death on the country. 
We must not forget their gross wreckless incompetence https://t.co/ypDHaL0vWN https://t.co/pxuG837Si3",drbobgill,8071,Kent,Dr Bob Gill,drbobgill,
440,Wed Mar 11 16:44:14 +0000 2020,coronavirus,0,1237781390034440195,,,en,,False,0,Wonder if the British Nudge Unit agrees? #coronavirus https://t.co/fiXKksfCqA,treesey,1063,,teresa smith,treesey,
444,Wed Mar 18 06:52:06 +0000 2020,sanfrancisco sfbayarea coronavirus business behavior,0,1240169089168859137,,,en,,False,0,"Leaving your heart is forbidden: The shelter-in-place in the San Francisco Bay Area is a giant experiment in virus outbreak containment, social behavior change, and business viability https://t.co/wO7SuvNmnC #sanfrancisco #sfbayarea #coronavirus #business #behavior",albertfong98,787,"San Francisco, CA",Albert Fong,albertfong98,
447,Sun Mar 29 18:16:58 +0000 2020,COVID19,9,1244327705329504256,,,en,,False,5,"According to @FortuneMagazine: ""This crisis may be the nudge that companies need to let go of outdated policies and practices and discover that working differently can be advantageous for everyone involved"". https://t.co/2iVTbEqnBN #COVID19",WELLcertified,7935,,IWBI,WELLcertified,
452,Sun Mar 15 20:54:55 +0000 2020,Coronavirus,27,1239294026966282246,,,en,,,4,"On the surface, #Coronavirus is a medical disaster. But your response is 100% habit and behavior change. I'm switching to 100% posts about how you can make the changes you want to make to be healthy, productive, happy, helpful. Thread below.",tonystubblebine,25066,"Brooklyn, NY",Coach Tony,tonystubblebine,
456,Sun Mar 22 17:31:42 +0000 2020,uk coronavirus,3,1241779601631858690,,,en,,False,1,Another crushing success of the #uk approach to #coronavirus. The model was built on massive theoretical hypothesis on behavioural science and nudge theory. Which of course have no empirical evidence. Genius! https://t.co/MXmx07NiMu,NicolaMelloni,1768,Toronto,Nicola Melloni,NicolaMelloni,
458,Tue Mar 24 17:40:27 +0000 2020,COVID19,26,1242506576126189568,,,en,,False,5,"Really enjoyed working on this paper, fake news about #COVID19 has been rampant with dangerous consequences, evidence-based communication in times of crises is crucial. Wonderful to see 36 scientists from all over come together and knock this out in one week👏 https://t.co/kBeLgbxhem",Sander_vdLinden,5639,"Cambridge, England",Sander van der Linden,Sander_vdLinden,
461,Sat Apr 04 13:02:42 +0000 2020,COVID19 Coronavirus BraveNewWorld,4,1246422947784318976,,,en,,False,1,"Italy considers a #COVID19 passport, given to people with #Coronavirus *antibodies*. As the quarantines lift, holders of the passport can move freely, while those without (the passport/antibodies) will be restricted. Talk about #BraveNewWorld! 

https://t.co/uH3b4RjOxG https://t.co/6hnHHMVcx4",rao2z,3046,"Tempe, AZ",Subbarao🛋️Kambhampati,rao2z,
463,Thu Mar 19 21:10:05 +0000 2020,nudge COVID19 restaurants creativity BehavioralEconomics,0,1240747395782246401,,,en,,False,1,"So, what's a nudge? A #nudge is some small feature of the environment that attracts our attention and alters our behavior. — @R_Thaler #COVID19 #restaurants #creativity #BehavioralEconomics https://t.co/1BYlLYgIQN",mpondfield,8039,Maryland,Morris Pondfield,mpondfield,
473,Tue Mar 31 20:32:48 +0000 2020,,0,1245086667859464193,,,en,,False,0,"Sadly true for the majority of Posties. Taking too long for reports of these poor conditions to surface into the media. We don't just lack PPE, most delivery offices don't have enough space to implement 2m rule. CV19 will kill posties if these issues are not dealt with by RM https://t.co/QveeSCX844",TheChewey,6,"New Forest, England",Chu,TheChewey,
474,Wed Mar 25 09:16:22 +0000 2020,COVID19,0,1242742110958256128,,,en,,False,0,“We should emphasise the number of people who are complying with restrictions and not the people who aren’t.“ Worth a read on behavioural science around #COVID19 guidance via @Dannythefink  https://t.co/4gCscxHF6b,AmyGrimmers,1586,London,Amy Grimshaw,AmyGrimmers,
476,Wed Apr 29 12:34:32 +0000 2020,,6,1255475556222668810,,,en,,False,3,Part 2 of our blog series on COVID-19 is available to read now!! 🎉 @KingsIoPPN @inspirethemind_.               @emilyjanehayes and I review messages from government in the UK &amp; elsewhere through the lens of behavioural science🕵️‍♀️ 📈🦠📉 https://t.co/6xRuY8dQ0g,ellenraelambert,296,"London, England",Ellen Lambert,ellenraelambert,
478,Wed Apr 29 07:08:52 +0000 2020,,0,1255393596980764676,,,en,,False,0,"Assuming ideal conditions of open reporting of active communicable disease, this format helps mitigate spread. But also have highly sensitive detectors to id infectious disease at all travel points. This wd intercept covert spread as in bioterror, &amp; avoid delayed response. https://t.co/A8b2dGozFG",CareQD,45,,Rosemarie Johnston,CareQD,
479,Sat Mar 14 19:46:20 +0000 2020,COVID19 ukcoronavirus,0,1238914379309027328,,,en,,False,0,"""Some epidemiologists have also bristled at the government’s reliance on a private firm of behavioral scientists, known as the “nudge unit.” #COVID19 #ukcoronavirus https://t.co/OC2uAVyQUM",FilesGeneva,178,"Geneva, Switzerland",Geneva Health Files,FilesGeneva,
480,Mon Mar 16 15:36:39 +0000 2020,coronavirus behavioraleconomics,0,1239576318095826945,,,en,,False,0,The Behavioral Science Daily! https://t.co/RXj6hoIlkt by @thebrainybiz @DavidNelsonNM #coronavirus #behavioraleconomics,frmreyes,3033,Spain,𝔽𝕣𝕒𝕟𝕔𝕚𝕤𝕔𝕠 ℝ𝕖𝕪𝕖𝕤 ℙ𝕖𝕣𝕖𝕚𝕣𝕒,frmreyes,
481,Sat Mar 14 13:26:04 +0000 2020,BrexitBorisBritain COVID19 NudgeTheory,0,1238818682660405248,,,en,,False,0,"Why is the government relying on nudge theory to fight coronavirus?
#BrexitBorisBritain #COVID19 #NudgeTheory
https://t.co/nSASFmerHv",Asitseemstome,385,,Fiona McMahon,Asitseemstome,
482,Tue Mar 24 22:53:31 +0000 2020,,0,1242585364558221318,,,en,,False,0,"48/

https://t.co/1bqiLuEj1H

https://t.co/6shvrhjl2P
""Using social and behavioural science to support COVID-19 pandemic response""

""large-scale behavior change""
""poses significant psychological burdens on individuals""
Insights from ""social and behavioural sciences are critical""",AC_FL_NonExp,194,"New Jersey, USA",Karen 📚,AC_FL_NonExp,
488,Thu Apr 16 15:12:00 +0000 2020,COVID19 womenempowerment GenderPayGap gender genderequity work gender workplace,0,1250804139149258753,,,en,,False,0,"The #COVID19 recession will hurt women more, but it might nudge them toward equality.  #womenempowerment #GenderPayGap #gender #genderequity #work #gender #workplace https://t.co/G4L9deE4FQ via @QuartzAtWork",Maddy_Dychtwald,13526,San Francisco Bay Area,Maddy Dychtwald,Maddy_Dychtwald,
494,Thu Mar 12 16:42:42 +0000 2020,,1,1238143391478808579,,,en,,False,0,This man is not a medical doctor or expert. He is a social scientist. https://t.co/cseXRzuw9H,JoeJBBuckley,896,Sheffield,Joe Buckley,JoeJBBuckley,
498,Wed Apr 15 15:26:49 +0000 2020,coronavirus,0,1250445481223663616,,,en,,False,0,"@ABC Tell people to quit smoking.
Stop using abstract academic language and educate behaviour change.
Smokers 14x more likely to die of #coronavirus
Ask governments to tax and regulate tobacco for improved lung health.
Your messaging is heard as uncertainty rather than probability.. https://t.co/Ia3qN2s1hv",bprophetable,2932,active locally globally,💧Bprophetable ⧖,bprophetable,
508,Mon Apr 13 23:27:47 +0000 2020,,0,1249841742712537089,,,en,,False,0,"In solidarity with our African brother's and sisters in China, who have been racially abused May Allah protect u https://t.co/Gk93XcqDTS",maline606,4,"Cataluña, España",Maline606,maline606,
512,Tue Mar 31 23:18:37 +0000 2020,COVID19 SocialDistance,0,1245128394515386373,,,en,,,0,"The #COVID19 has spread around the world.
Behavior change is key during this period. I call upon everyone to adhere to the recommended #SocialDistance guidelines.
Keep the distance ... keep your community &amp; family safe!
let's not panic but be more responsible &amp; cautious.",olakunlechurch1,0,,CHURCHILL GROUP OF COMPANIES,olakunlechurch1,
513,Thu Mar 26 07:31:20 +0000 2020,digitalmeetup COVID19,0,1243078062717075459,,,en,,,0,"If you are a new entrepreneur, you should only focus on post covid-19 world - how will your customer's behavior change - Sanjay Swamy ,@Primevp_in 

#digitalmeetup #COVID19",EntrepreneurIND,25806,"New Delhi, India",@EntrepreneurInd,EntrepreneurIND,
522,Tue Apr 14 17:15:34 +0000 2020,Digital COVID19 Digitalmarketing,4,1250110459958738944,,,en,,False,1,"Hop. #Digital transformation pace, before and after the #COVID19 nudge.. Nicely put @tomfishburne. And perfectly applicable to #Digitalmarketing! https://t.co/yqQfMlA1AQ",francoisdex,1639,Paris,Francois Dex,francoisdex,
529,Thu Mar 05 10:05:55 +0000 2020,Flybecollapse BrexitReality coronavirus,81,1235506819927138305,,,en,,,29,"Blaming the #Flybecollapse on Coronavirus is like blaming the last straw that broke the camel's back for its entire burden. With Brexit, a business already struggling only needs a little nudge. And that goes for thousands of businesses in the UK.
#BrexitReality  #coronavirus",ElizabethBangs,7242,"Brighton, England",Elizabeth This too shall pass,ElizabethBangs,
