,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
347,1334,Tue Mar 17 19:21:37 +0000 2020,futureofwork futureofleanring COVID19 coronavirus,0,1.2399953231012E+018,,,en,,False,0,"Still no widespread testing (US), UK running 'herd immunity' n Nudge Theory US/UK people cavalier re 'work from home' n prospect of ""finally shifting #futureofwork #futureofleanring to online"" Seems recipe for DISASTER w Italy as future fate USA, UK -others? #COVID19 #coronavirus https://t.co/sp5vZ8AldM",trishuhl,6741,👩🏻‍💼She/Her 🌎 Global,Trish Uhl 🏳️‍🌈🌎🇺🇸😷 #InThisTogether,trishuhl,,"still no widespread testing (us), uk running 'herd immunity' n nudge theory us/uk people cavalier re 'work from home' n prospect of ""finally shifting #futureofwork #futureofleanring to online"" seems recipe for disaster w italy as future fate usa, uk -others? #covid19 #coronavirus https://t.co/sp5vz8aldm","['nudge', 'nudge theory', 'corona', 'covid', 'herd immunity']","['nudge theory', 'herd immunity']"
356,1367,Tue Mar 24 09:46:53 +0000 2020,COVID19,8,1.24238740110597E+018,,,en,,False,5,"Is @ZacGoldsmith angling for @BorisJohnson to have another holiday? 
Spent most of January invisible when he should have prepared the country for #COVID19 
@10DowningStreet &amp; nudge unit have unleashed death on the country. 
We must not forget their gross wreckless incompetence https://t.co/ypDHaL0vWN https://t.co/pxuG837Si3",drbobgill,8371,Kent,Dr Bob Gill,drbobgill,,"is @zacgoldsmith angling for @borisjohnson to have another holiday? 
spent most of january invisible when he should have prepared the country for #covid19 
@10downingstreet &amp; nudge unit have unleashed death on the country. 
we must not forget their gross wreckless incompetence https://t.co/ypdhal0vwn https://t.co/pxug837si3","['nudge unit', 'nudge', 'covid']",['nudge unit']
366,1440,Sat Apr 18 18:02:12 +0000 2020,,2,1.25157174638751E+018,,,en,,False,0,@chewgnasher The head of nudge unit should be facing charges https://t.co/eMpLC5HZl6,jlz0z,3428,UK,John Locke@Home,jlz0z,,@chewgnasher the head of nudge unit should be facing charges https://t.co/emplc5hzl6,"['nudge unit', 'nudge']",['nudge unit']
370,1449,Mon May 11 10:25:15 +0000 2020,borisjohnsonspeech COVID19 ToryShambles,0,1.25979167483596E+018,,,en,,False,0,"Exclusive shot of Dominic Cummings and his behavioural nudge unit mates discussing the next #borisjohnsonspeech...
#COVID19 #ToryShambles https://t.co/Mr593bPTRa",72AllyGray,115,,Ally Gray,72AllyGray,,"exclusive shot of dominic cummings and his behavioural nudge unit mates discussing the next #borisjohnsonspeech...
#covid19 #toryshambles https://t.co/mr593bptra","['nudge unit', 'nudge', 'covid']",['nudge unit']
376,1471,Thu Mar 12 20:45:41 +0000 2020,,0,1.23820453987191E+018,,,en,,False,0,"@TVRav @KitCatK Maybe. 

But I'm not filled with confidence that our government's science advisor is a psychologist who advocates 'nudge theory' 😕

https://t.co/gYkaUwT5tG",ArchieBurrows34,6634,Leeds,Archie 💙💛🇪🇺💛💙,ArchieBurrows34,,"@tvrav @kitcatk maybe. 

but i'm not filled with confidence that our government's science advisor is a psychologist who advocates 'nudge theory' 😕

https://t.co/gykauwt5tg","['psychologist', 'nudge', 'nudge theory']","['psychologist', 'nudge theory']"
380,1479,Thu Mar 12 08:49:42 +0000 2020,pandemic coronavirus coronavirusUK,1,1.23802435554997E+018,,,en,,False,0,"The limits of a housefly on a urinal (or, 'why we should be sceptical about nudge theory in a pandemic').

#pandemic #coronavirus #coronavirusUK

https://t.co/CLMntpTzLe",Ben_Wray1989,5325,Oñati,Ben Wray,Ben_Wray1989,,"the limits of a housefly on a urinal (or, 'why we should be sceptical about nudge theory in a pandemic').

#pandemic #coronavirus #coronavirusuk

https://t.co/clmntptzle","['nudge', 'nudge theory', 'pandemic', 'corona']",['nudge theory']
383,1486,Thu Apr 30 15:57:43 +0000 2020,COVID19,2,1.25588907598855E+018,,,en,,False,2,"In my podcast on 16/4 I mentioned that myself &amp; other psychologists did not agree with 'behavioural fatigue' concerns before the #COVID19 lockdown as there was no evidence for them &amp; this Guardian article now supports that view https://t.co/mGhk0xB4UN
@uniofbrighton https://t.co/OhDSl8Jz7C",DrChrisCocking,3166,"Brighton, UK",Chris Cocking,DrChrisCocking,,"in my podcast on 16/4 i mentioned that myself &amp; other psychologists did not agree with 'behavioural fatigue' concerns before the #covid19 lockdown as there was no evidence for them &amp; this guardian article now supports that view https://t.co/mghk0xb4un
@uniofbrighton https://t.co/ohdsl8jz7c","['psychologists', 'psychologist', 'covid', 'behavioural fatigue']","['psychologists', 'behavioural fatigue']"
384,1487,Sat Mar 14 08:27:05 +0000 2020,OnlyInMice NudgeTheory covid19 SARSCoV2,1,1.23874343897316E+018,,,en,,False,0,"#OnlyInMice but interesting:

@institutpasteur virologists agree with the U.K. PM Johnson ‘s fine scientific team about #NudgeTheory as our best hope against #covid19:

“Promising preliminary results from @institutpasteur #SARSCoV2 vaccin trial : The mice stopped buying pasta.” https://t.co/JLHkJbGwN1",DrFulli,898,Paris,Ivana Fulli,DrFulli,,"#onlyinmice but interesting:

@institutpasteur virologists agree with the u.k. pm johnson ‘s fine scientific team about #nudgetheory as our best hope against #covid19:

“promising preliminary results from @institutpasteur #sarscov2 vaccin trial : the mice stopped buying pasta.” https://t.co/jlhkjbgwn1","['nudge', 'nudgetheory', 'covid']",['nudgetheory']
387,1495,Mon May 11 15:23:19 +0000 2020,BorisJohnson BehaviouralInsightsTeam NHS coronavirus BillGates Rothschild,5,1.2598666867543E+018,,,en,,False,2,#BorisJohnson has some bad advisors can the Clown not think for himself? The #BehaviouralInsightsTeam's slogan should have been 'Die At Home Save The #NHS' because that is what is happening in many cases. #coronavirus #BillGates #Rothschild https://t.co/dGZPPPw8qa,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,#borisjohnson has some bad advisors can the clown not think for himself? the #behaviouralinsightsteam's slogan should have been 'die at home save the #nhs' because that is what is happening in many cases. #coronavirus #billgates #rothschild https://t.co/dgzpppw8qa,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona']",['behaviouralinsightsteam']
392,1514,Sat Mar 14 09:29:10 +0000 2020,NudgeTheory coronavirus COVID_19uk,0,1.23875906260029E+018,,,en,,False,0,"Sounds like the British people are using #NudgeTheory on our government how ironic. #coronavirus #COVID_19uk
UK to ban mass gatherings in coronavirus U-turn | World news | The Guardian https://t.co/9Mhr1MIfkU",KarenWrighton,3425,"Den in the Attic, England",Karen Wrighton,KarenWrighton,,"sounds like the british people are using #nudgetheory on our government how ironic. #coronavirus #covid_19uk
uk to ban mass gatherings in coronavirus u-turn | world news | the guardian https://t.co/9mhr1mifku","['nudge', 'nudgetheory', 'corona', 'covid']",['nudgetheory']
397,1536,Fri May 08 01:46:29 +0000 2020,COVID19,8,1.25857395737389E+018,,,en,,False,4,Reflecting on this webinar and the role of psychologists in supporting people and governments as we move to the next behavior changes and possible emotional responses to #COVID19 What changes do we want to embed? How do we help? Tks @psychmag @BPSOfficial https://t.co/8AYaJkH3Of,TrishaCarter,1550,"Sydney, Australia",Trisha Carter,TrishaCarter,,reflecting on this webinar and the role of psychologists in supporting people and governments as we move to the next behavior changes and possible emotional responses to #covid19 what changes do we want to embed? how do we help? tks @psychmag @bpsofficial https://t.co/8ayajkh3of,"['psychologists', 'psychologist', 'covid']",['psychologists']
401,1547,Wed Apr 01 10:54:24 +0000 2020,,2,1.24530349413265E+018,,,en,,False,0,This didn’t age well. How many of those ‘scientists’ were from the Behavioral nudge unit? https://t.co/ulykzcYRmT,PaulLomax,8313,"Lewisham, London, UK",Paul Lomax,PaulLomax,,this didn’t age well. how many of those ‘scientists’ were from the behavioral nudge unit? https://t.co/ulykzcyrmt,"['nudge unit', 'nudge']",['nudge unit']
405,1563,Thu Mar 12 21:26:28 +0000 2020,COVID19,8,1.23821480452913E+018,,,en,,False,4,"@piersmorgan Because the “scientific expertise” the UK is putting its faith in comes from a psychologist called David Halpern - https://t.co/fDdrdADQz3   - who believes in “nudge theory” to cure all ills, even #COVID19  - https://t.co/JVyMbuUdSz",zmkc,925,Hungary,Zoe,zmkc,,"@piersmorgan because the “scientific expertise” the uk is putting its faith in comes from a psychologist called david halpern - https://t.co/fddrdadqz3   - who believes in “nudge theory” to cure all ills, even #covid19  - https://t.co/jvymbuudsz","['halpern', 'psychologist', 'nudge', 'nudge theory', 'covid']","['halpern', 'psychologist', 'nudge theory']"
414,1582,Thu Mar 26 18:08:57 +0000 2020,COVID19,35,1.24323852741822E+018,,,en,,False,44,"@BylineTimes investigation by @nafeezahmed reveals that the speculative Oxford model which said Britons might already be developing herd immunity to #COVID19, was promoted by a PR agency tied to the UK Government's Nudge Unit and Ministry of Defence. https://t.co/DLoPFWVPgu",insurgeintel,3198,"London, England",INSURGE intelligence,insurgeintel,,"@bylinetimes investigation by @nafeezahmed reveals that the speculative oxford model which said britons might already be developing herd immunity to #covid19, was promoted by a pr agency tied to the uk government's nudge unit and ministry of defence. https://t.co/dlopfwvpgu","['nudge unit', 'nudge', 'covid', 'herd immunity']","['nudge unit', 'herd immunity']"
419,1615,Wed May 13 06:39:39 +0000 2020,BorisJohnson RishiSunak Rothschild BillGates Coronavirus COVID19 BehaviouralInsightsTeam,18,1.26045967746221E+018,,,en,,False,19,TAX THE POOR TO FEED THE RICH #BorisJohnson #RishiSunak #Rothschild #BillGates #Coronavirus #COVID19 #BehaviouralInsightsTeam https://t.co/WZQXNCLlFq,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,tax the poor to feed the rich #borisjohnson #rishisunak #rothschild #billgates #coronavirus #covid19 #behaviouralinsightsteam https://t.co/wzqxncllfq,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona', 'covid']",['behaviouralinsightsteam']
426,1642,Tue Mar 31 22:58:55 +0000 2020,Covid19,4,1.24512343895779E+018,,,en,,False,2,"The Nudge Unit talked about ""cocooning"" the vulnerable. But  the truth is more stark. If #Covid19 takes hold in a care home, few residents will go to hospital (by choice or by triage) and the care workers will be asked to risk their lives without PPE. https://t.co/Yqp8DBO37h",etymologic,1879,England,etymologic,etymologic,,"the nudge unit talked about ""cocooning"" the vulnerable. but  the truth is more stark. if #covid19 takes hold in a care home, few residents will go to hospital (by choice or by triage) and the care workers will be asked to risk their lives without ppe. https://t.co/yqp8dbo37h","['nudge unit', 'nudge', 'covid']",['nudge unit']
428,1649,Sat Mar 14 14:16:34 +0000 2020,,0,1.23883138833968E+018,,,en,,False,1,"@djmgaffneyw4 @Frances_Coppola Dr David Halpern of the Behavioural Insights Team, speaking on the record for the UK Government?

Halpern sits on the Scientific Advisory Group for Emergencies, the key committee.

https://t.co/HemuIMC1e5",MarkHazard2020,68,Transworld Consortium.,Mark Hazard,MarkHazard2020,,"@djmgaffneyw4 @frances_coppola dr david halpern of the behavioural insights team, speaking on the record for the uk government?

halpern sits on the scientific advisory group for emergencies, the key committee.

https://t.co/hemuimc1e5","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights']","['halpern', 'behavioural insights team']"
434,1684,Sat May 09 09:52:15 +0000 2020,,3,1.25905859284755E+018,,,en,,False,0,This is exciting beyond measure. That incredible moment when organisations of global repute and utility like the UN give behavioural insights their due in a quest to positively alter human behaviour for societal benefits. https://t.co/lmAv2tXrcd,NudgingforKids,747,"New York, NY",NudgingforKids,NudgingforKids,,this is exciting beyond measure. that incredible moment when organisations of global repute and utility like the un give behavioural insights their due in a quest to positively alter human behaviour for societal benefits. https://t.co/lmav2txrcd,"['behavioural insight', 'behavioural insights']",['behavioural insights']
439,1701,Thu Apr 16 15:19:35 +0000 2020,,13,1.25080604783031E+018,,,en,,False,14,Question: WHAT influence has the “Nudge Unit” or Dominic Cummings personally had or continue to have on the actions of the Government in tackling Coronavirus? https://t.co/CNOxOqE6jj,TomLondon6,64367,London,Tom London,TomLondon6,,question: what influence has the “nudge unit” or dominic cummings personally had or continue to have on the actions of the government in tackling coronavirus? https://t.co/cnoxoqe6jj,"['nudge unit', 'nudge', 'corona']",['nudge unit']
441,1704,Sat Mar 14 13:26:04 +0000 2020,BrexitBorisBritain COVID19 NudgeTheory,0,1.23881868266041E+018,,,en,,False,0,"Why is the government relying on nudge theory to fight coronavirus?
#BrexitBorisBritain #COVID19 #NudgeTheory
https://t.co/nSASFmerHv",Asitseemstome,405,,Fiona McMahon,Asitseemstome,,"why is the government relying on nudge theory to fight coronavirus?
#brexitborisbritain #covid19 #nudgetheory
https://t.co/nsasfmerhv","['nudge', 'nudge theory', 'nudgetheory', 'corona', 'covid']",['nudge theory']
446,1721,Fri May 01 18:03:11 +0000 2020,Covid19,11,1.25628303670392E+018,,,en,,False,4,"#Covid19 has made us rethink our hygiene habits. How to improve them in shared spaces such as gyms? Here, I explore the importance of reciprocity and choice architecture to promote cleanliness. Honoured to be in @BPPjournal! And hoping this can help inform our post-pandemic life https://t.co/u9Mn3LTzkv",cristinaparilli,1140,United States,Cristina Parilli,cristinaparilli,,"#covid19 has made us rethink our hygiene habits. how to improve them in shared spaces such as gyms? here, i explore the importance of reciprocity and choice architecture to promote cleanliness. honoured to be in @bppjournal! and hoping this can help inform our post-pandemic life https://t.co/u9mn3ltzkv","['choice architecture', 'choice architect', 'pandemic', 'covid']",['choice architecture']
462,1794,Sat Apr 11 19:52:14 +0000 2020,,3,1.24906272535706E+018,,,en,,False,1,"got to be asked just how deep the tory-murdoch ties go. this is beyond political leanings, this looks nudge unit guided. https://t.co/mL3s7zTRyp",DavidKiernan4,313,"South East, England",Mr Kiernan Media,DavidKiernan4,,"got to be asked just how deep the tory-murdoch ties go. this is beyond political leanings, this looks nudge unit guided. https://t.co/ml3s7ztryp","['nudge unit', 'nudge']",['nudge unit']
